country,food_category,consumption,co2_emission,category,co2_emission_category,co2_emission_all,co2_emission_animal,co2_emission_non_animals,co2_emission_range
Gambia,Wheat and Wheat Products,37.91,7.23,Non-Animal Products,95.7,293.66,197.96,95.7,0-500
Gambia,Rice,61.84,79.14,Non-Animal Products,95.7,293.66,197.96,95.7,0-500
Gambia,Soybeans,0.0,0.0,Non-Animal Products,95.7,293.66,197.96,95.7,0-500
Gambia,Nuts inc. Peanut Butter,5.2700000000000005,9.33,Non-Animal Products,95.7,293.66,197.96,95.7,0-500
India,Pork,0.28,0.99,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Poultry,1.88,2.02,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Beef,0.81,24.99,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Lamb & Goat,0.58,20.31,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Fish,4.71,7.52,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Eggs,2.58,2.37,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Milk - inc. cheese,84.5,120.36,Animal Products,178.56,282.62,178.56,104.06,0-500
India,Wheat and Wheat Products,60.56,11.55,Non-Animal Products,104.06,282.62,178.56,104.06,0-500
India,Rice,69.49000000000001,88.93,Non-Animal Products,104.06,282.62,178.56,104.06,0-500
India,Soybeans,0.39,0.18,Non-Animal Products,104.06,282.62,178.56,104.06,0-500
India,Nuts inc. Peanut Butter,1.92,3.4,Non-Animal Products,104.06,282.62,178.56,104.06,0-500
Thailand,Pork,13.0,46.01,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Poultry,13.69,14.71,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Beef,2.56,79.0,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Lamb & Goat,0.05,1.75,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Fish,19.45,31.06,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Eggs,12.35,11.34,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Milk - inc. cheese,29.35,41.81,Animal Products,225.68,378.0,225.68,152.32000000000002,0-500
Thailand,Wheat and Wheat Products,10.93,2.08,Non-Animal Products,152.32000000000002,378.0,225.68,152.32000000000002,0-500
Thailand,Rice,114.57,146.62,Non-Animal Products,152.32000000000002,378.0,225.68,152.32000000000002,0-500
Thailand,Soybeans,2.13,0.96,Non-Animal Products,152.32000000000002,378.0,225.68,152.32000000000002,0-500
Thailand,Nuts inc. Peanut Butter,1.5,2.66,Non-Animal Products,152.32000000000002,378.0,225.68,152.32000000000002,0-500
Mozambique,Pork,5.13,18.16,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Poultry,1.41,1.51,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Beef,1.04,32.09,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Lamb & Goat,0.9,31.52,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Fish,7.74,12.36,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Eggs,1.7,1.56,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Milk - inc. cheese,4.79,6.819999999999999,Animal Products,104.02,141.4,104.02,37.38,0-500
Mozambique,Wheat and Wheat Products,14.65,2.79,Non-Animal Products,37.38,141.4,104.02,37.38,0-500
Mozambique,Rice,23.41,29.96,Non-Animal Products,37.38,141.4,104.02,37.38,0-500
Mozambique,Soybeans,0.03,0.01,Non-Animal Products,37.38,141.4,104.02,37.38,0-500
Mozambique,Nuts inc. Peanut Butter,2.61,4.619999999999999,Non-Animal Products,37.38,141.4,104.02,37.38,0-500
Cambodia,Pork,6.52,23.08,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Poultry,1.84,1.98,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Beef,4.85,149.66,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Lamb & Goat,0.0,0.0,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Fish,39.59,63.21,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Eggs,1.37,1.26,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Milk - inc. cheese,3.47,4.94,Animal Products,244.13,452.41,244.13,208.28,0-500
Cambodia,Wheat and Wheat Products,2.74,0.52,Non-Animal Products,208.28,452.41,244.13,208.28,0-500
Cambodia,Rice,159.1,203.6,Non-Animal Products,208.28,452.41,244.13,208.28,0-500
Cambodia,Soybeans,4.33,1.95,Non-Animal Products,208.28,452.41,244.13,208.28,0-500
Cambodia,Nuts inc. Peanut Butter,1.25,2.21,Non-Animal Products,208.28,452.41,244.13,208.28,0-500
Sierra Leone,Pork,1.22,4.319999999999999,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Poultry,4.970000000000001,5.34,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Beef,1.99,61.41,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Lamb & Goat,0.65,22.76,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Fish,32.03,51.14,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Eggs,1.92,1.76,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Milk - inc. cheese,7.0,9.97,Animal Products,156.7,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Wheat and Wheat Products,8.719999999999999,1.66,Non-Animal Products,143.70999999999998,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Rice,103.3,132.19,Non-Animal Products,143.70999999999998,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Soybeans,0.0,0.0,Non-Animal Products,143.70999999999998,300.41,156.7,143.70999999999998,0-500
Sierra Leone,Nuts inc. Peanut Butter,5.57,9.86,Non-Animal Products,143.70999999999998,300.41,156.7,143.70999999999998,0-500
Sri Lanka,Pork,0.05,0.18,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Poultry,4.96,5.33,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Beef,1.38,42.58,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Lamb & Goat,0.09,3.15,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Fish,24.92,39.790000000000006,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Eggs,4.57,4.2,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Milk - inc. cheese,34.98,49.83,Animal Products,145.06,294.46,145.06,149.4,0-500
Sri Lanka,Wheat and Wheat Products,37.01,7.06,Non-Animal Products,149.4,294.46,145.06,149.4,0-500
Sri Lanka,Rice,109.72,140.41,Non-Animal Products,149.4,294.46,145.06,149.4,0-500
Sri Lanka,Soybeans,0.0,0.0,Non-Animal Products,149.4,294.46,145.06,149.4,0-500
Sri Lanka,Nuts inc. Peanut Butter,1.09,1.93,Non-Animal Products,149.4,294.46,145.06,149.4,0-500
Indonesia,Pork,2.98,10.55,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Poultry,7.5,8.06,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Beef,2.59,79.92,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Lamb & Goat,0.46,16.110000000000003,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Fish,25.65,40.95,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Eggs,4.88,4.48,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Milk - inc. cheese,14.82,21.110000000000003,Animal Products,181.18,367.51,181.18,186.33,0-500
Indonesia,Wheat and Wheat Products,25.45,4.85,Non-Animal Products,186.33,367.51,181.18,186.33,0-500
Indonesia,Rice,134.62,172.26999999999998,Non-Animal Products,186.33,367.51,181.18,186.33,0-500
Indonesia,Soybeans,1.12,0.5,Non-Animal Products,186.33,367.51,181.18,186.33,0-500
Indonesia,Nuts inc. Peanut Butter,4.92,8.709999999999999,Non-Animal Products,186.33,367.51,181.18,186.33,0-500
Liberia,Pork,4.01,14.19,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Poultry,8.91,9.57,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Beef,0.7799999999999999,24.07,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Lamb & Goat,0.48,16.810000000000002,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Fish,4.13,6.59,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Eggs,2.05,1.88,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Milk - inc. cheese,3.04,4.33,Animal Products,77.44,203.38,77.44,125.94,0-500
Liberia,Wheat and Wheat Products,10.95,2.09,Non-Animal Products,125.94,203.38,77.44,125.94,0-500
Liberia,Rice,94.75,121.25,Non-Animal Products,125.94,203.38,77.44,125.94,0-500
Liberia,Soybeans,0.63,0.28,Non-Animal Products,125.94,203.38,77.44,125.94,0-500
Liberia,Nuts inc. Peanut Butter,1.31,2.32,Non-Animal Products,125.94,203.38,77.44,125.94,0-500
Bangladesh,Pork,0.0,0.0,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Poultry,1.4,1.5,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Beef,1.28,39.5,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Lamb & Goat,1.33,46.58,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Fish,18.07,28.85,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Eggs,2.08,1.91,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Milk - inc. cheese,21.91,31.21,Animal Products,149.55,374.18,149.55,224.63,0-500
Bangladesh,Wheat and Wheat Products,17.47,3.33,Non-Animal Products,224.63,374.18,149.55,224.63,0-500
Bangladesh,Rice,171.73,219.76,Non-Animal Products,224.63,374.18,149.55,224.63,0-500
Bangladesh,Soybeans,0.61,0.27,Non-Animal Products,224.63,374.18,149.55,224.63,0-500
Bangladesh,Nuts inc. Peanut Butter,0.72,1.27,Non-Animal Products,224.63,374.18,149.55,224.63,0-500
